title,type,description,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_score
Todo lo que sería Lucas Lauriente,MOVIE,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",2018,,78,['comedy'],"['AR', 'US']",7,6.4
Bonboné,MOVIE,A Palestinian couple resorts to an unusual way to conceive as the husband is detained in an Israeli jail where visits are restricted.,2018,,15,['drama'],"['LB', 'PS']",,1
Pinky Memsaab,MOVIE,"The lives of a gullible maid; a beautiful socialite; an ambitious investment banker and a happy go lucky chauffeur are entwined together in Dubai, in this bitter-sweet tale of self discovery.",2018,,124,"['drama', 'family']",['PK'],6.3,9.2
Fate/Apocrypha,SHOW,The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,2017,TV-14,23,"['action', 'scifi', 'animation', 'drama', 'fantasy']",['JP'],6.6,7.658
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,"After speaking at the Wakanda Embassy, Black Panther fights Thanos and fends him off with the help of fellow Avengers Captain America, Thor, Iron Man, Hulk, and Black Widow. After regaining conscious, Thanos is approached by Erik Killmonger and Ulysses Klaue in a plot where they will obtain the Vibranium in Wakanda to empower Thanos. When Black Panther discovers this plot, he must work with Shuri, Okoye, and the Avengers to defeat them.",2018,,22,"['animation', 'action', 'comedy', 'fantasy', 'scifi']",['US'],5.6,6.3
Live Up To Your Name,SHOW,"Heo Im is an oriental doctor, acknowledged as the best in acupuncture and moxibustion in Joseon. His success is blocked due to his low status.

One day, Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.",2017,TV-MA,69,"['drama', 'romance', 'fantasy']",['KR'],8,6.803
Sara's Notebook,MOVIE,"Laura has spent years looking for her sister Sara who went missing in the depths of the jungle in the Congo. Neither the NGO she works for, nor the embassy, have news on her whereabouts until a photo appears of Sara in a mining town. Apparently, Sara is being held captive by The Hawk, the fearsome rebel leader who controls the mafias behind the prized mineral coltan.",2018,R,115,"['thriller', 'drama', 'european']",['ES'],5.9,6.1
My Sassy Girl,SHOW,"Set in the Joseon Dynasty period, a romance takes place between cold-hearted Gyun-Woo and Princess Hyemyung who causes troubles.",2017,TV-14,47,"['comedy', 'romance']",['KR'],6.8,6.75
Life,SHOW,"At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",2018,,65,"['drama', 'thriller']",['KR'],7.6,8.1
Casting JonBenet,MOVIE,"Twenty years after the modern world's most notorious child murder, the legacy of the crime and its impact are explored.",2017,,81,"['crime', 'documentation', 'drama']","['AU', 'US']",6.1,5.8
Liberated: The New Sexual Revolution,MOVIE,A documentary about today's young adult hookup culture and the stories in pop-culture that influence it.,2018,,84,['documentation'],"['MX', 'US']",6,6.4
One of Us,MOVIE,"Penetrating the insular world of New York's Hasidic community, focusing on three individuals driven to break away despite threats of retaliation.",2017,,95,['documentation'],['US'],7,6.938
Pope Francis: A Man of His Word,MOVIE,"Pope Francis responds to questions from around the world, discussing topics including ecology, immigration, consumerism and social justice.",2018,PG,96,"['documentation', 'european']","['DE', 'IT', 'CH', 'VA', 'FR']",6.5,7.3
Parmanu: The Story of Pokhran,MOVIE,"A look at India's second confidential nuclear test series at Pokhran lead by Dr. APJ Abdul Kalam, during the time of PM Atal Bihari Vajpayee's tenure.",2018,,129,"['action', 'history', 'drama']",['IN'],7.6,6.994
Angamaly Diaries,MOVIE,Six young friends in the small town of Angamaly tries their luck by starting a pork business lead by Vincent Pepe. They initially strike a business deal with Rajan and Ravi despite the duo having killed a close friend of theirs in a gang fight. Vincent is in love with Sakhi and plan to immigrate abroad with her. But their plans hit a road bump as the deal with the gangsters hits some road bumps.,2017,,132,"['thriller', 'comedy', 'action']",['IN'],7.9,7.3
AMO,SHOW,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",2018,TV-MA,24,"['drama', 'crime']",['PH'],6.5,6
Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,"In her first stand-up special filmed at the Nate Holden Performing Arts Center, Los Angeles native and rising star Tiffany Haddish tackles subjects ranging from her early days in foster care and being bullied on the playground to getting revenge on ex-boyfriends and introducing Will and Jada Pinkett Smith to Groupon.",2017,,65,"['comedy', 'documentation']",['US'],6.6,6.9
"Love, Surreal and Odd",MOVIE,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",2017,G,95,"['comedy', 'romance']",['TR'],5.6,5.174
Love You to the Stars and Back,MOVIE,"A girl named Mika decides to go on a road trip to look for aliens. During her trip, she accidentally bumps into Caloy whom she gives a free ride to until he reaches his destination. Mika then finds out that Caloy has cancer but despite it, he has learned to accept his fate. Both embark on a journey filled with adventures and misadventures not knowing they would fall in love with each other along the way.",2017,,111,"['drama', 'comedy', 'romance']",['PH'],7.4,8.1
Fernando Sanjiao: Hombre,MOVIE,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.,2018,,63,['comedy'],['AR'],6.4,5
BLAME!,MOVIE,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",2017,PG-13,106,"['animation', 'action', 'drama', 'scifi', 'thriller']",['JP'],6.6,6.443
Sparta,SHOW,"If you ever asked yourself what if there is any place where all your desires could suddenly come true, you should play «Sparta». «Sparta» is a game without any rules. Experiencing the game will change your life by the reason of virtual world crossing the borders and becoming the part of our daily routine.",2018,TV-MA,53,"['drama', 'thriller']",['RU'],6.7,7.7
Marlon,SHOW,"A loving (but immature) father is committed to co-parenting his two kids with his very-together ex-wife. While his misguided fatherly advice, unstoppable larger-than-life personality and unpredictable Internet superstardom might get in the way sometimes, for Marlon, family really always does come first - even if he's the biggest kid of all.",2017,TV-PG,21,['comedy'],['US'],7,6.561
The Most Assassinated Woman in the World,MOVIE,"Set against the backdrop of the infamous Theatre Grand Guignol the story revolves around iconic actress Paula Maxa - the most famous of the Grand Guignol's leading ladies and the titular Most Assassinated Woman, who was graphically slain on stage multiple times a day.",2018,,102,"['thriller', 'drama', 'european']","['US', 'BE', 'GB']",5.3,5.418
Yucatán,MOVIE,Two white collar thieves compete fiercely against the other trying to steal to an old baker the millions he won on the lotto.,2018,PG,129,"['comedy', 'romance', 'european']",['ES'],5.6,5.7
The Indian Detective,SHOW,A Toronto police officer gets involved in a homicide investigation while visiting his father in Mumbai.,2017,,43,"['drama', 'crime', 'comedy']",['CA'],6.5,6.426
On Children,SHOW,"Adapted from the novel by author Wu Hsiao-Le, the series consists of five independent stories about parenting, as well as children's pressures of growing up, when faced with the tragic consequences of social pressure, parental oppression and family dysfunction. Each story is told in two parts in this ten-part series.",2018,,62,"['drama', 'scifi', 'family']",['TW'],7.4,7.2
First and Last,SHOW,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.,2018,TV-MA,41,['documentation'],['US'],6.7,6.9
Hitler's Circle of Evil,SHOW,"Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future.",2018,TV-14,52,"['documentation', 'war', 'history']",['GB'],8,7.2
Njan Prakashan,MOVIE,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",2018,G,131,"['comedy', 'drama']",['IN'],7.7,6.934
Rise: Ini Kalilah,MOVIE,"The movie is comprised of six inter-related stories that tell of the frantic days leading up to the most important election ever in Malaysia. It follows the lives of everyday people, who come together for their common love: their country. Each of the stories told shows the meaning of being a true Malaysian.",2018,,102,"['drama', 'crime', 'history']",['MY'],5,7.5
True: Magical Friends,SHOW,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,2018,TV-Y,24,['animation'],['US'],,10
Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,"Radio broadcaster, actress and comedian Jani Dueñas brings her acid sense of humor to this stand-up special as she pours out her feelings on issues that are all too universal, from aging to dieting to sex.",2018,,77,['comedy'],"['MX', 'US', 'CL']",4.9,6.2
Alejandro Riaño: Especial de stand up,MOVIE,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers.",2018,,60,['comedy'],['CO'],5.1,4.5
Natalia Valdebenito: El especial,MOVIE,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",2018,,76,['comedy'],['CL'],5,6.2
